=========================================================================
Parameter Value(s)
-------------------------------------------------------------------------
"Year: 2020,2019,2018"
"Species Name: OPILIO TANNER CRAB"
=========================================================================
"Year","Trip Join","Haul Join","NMFS Area","Gear","Gear Description","Performance","Performance Description","Official Total Catch (mt)","Vessel","Vessel Length (ft)","IFQ Flag","Duration (Min)","Bottom Depth (Fathoms)","Fishing Depth (Fathoms)","Lat DD Start","Lon DD Start","Lat DD End","Lon DD End","T Table","Cruise","Permit","Haul Seq","Haul","Haul Date","Sample Type","% Retained","Date of Entry","Species Code","Species Name","Sex","Sample Size","Sample Number","Sample Weight (kg)","Extrapolated Number","Extrapolated Weight (kg)","Received from NORPAC","Loaded to Repository"
2018,'22815003896000000041','22815003896000002486',521,2,PELAGIC,1,NO PROBLEM,145.46,A080,336,N,307.2,67,50,58.97833,-174.67833,59.05167,-174.91167,ATL,22815,3896,2486,362,24-AUG-18,B,0,24-AUG-18,5,"OPILIO TANNER CRAB",F,44990,1,.08,3,.26,13-JUL-20,15-JUL-20
2018,'23047001879000000084','23047001879000004460',521,1,NON PELAGIC,1,NO PROBLEM,3.78,A032,160,N,153,74,74,57.55167,-173.29833,57.475,-173.095,ATL,23047,1879,4460,881,09-OCT-18,B,0,09-OCT-18,5,"OPILIO TANNER CRAB",F,119,1,.1,44,4.44,13-JUL-20,15-JUL-20
2018,'23100004306000000026','23100004306000002372',521,8,LONGLINER,1,NO PROBLEM,8.23,A576,180,N,526.8,53,,56.90667,-170.65333,57.015,-170.86833,ATL,23100,4306,2372,581,03-DEC-18,B,,03-DEC-18,5,"OPILIO TANNER CRAB",M,4412,0,.12,0,.12,13-JUL-20,15-JUL-20
2018,'22316004540000000051','22316004540000005026',521,8,LONGLINER,1,NO PROBLEM,17.56,A364,124,N,940.8,43,,59.34667,-172.045,59.34667,-172.045,ATL,22316,4540,5026,37,15-JAN-18,B,0,15-JAN-18,5,"OPILIO TANNER CRAB",M,5296,3,.51,3,.51,13-JUL-20,15-JUL-20
2018,'22727003336000000018','22727003336000001546',514,8,LONGLINER,1,NO PROBLEM,6.98,A237,155,N,676.8,29,,59.43833,-169.56667,59.44,-169.89833,ATL,22727,3336,1546,195,14-JUN-18,B,,14-JUN-18,5,"OPILIO TANNER CRAB",M,5504,1,.32,1,.32,13-JUL-20,15-JUL-20
2018,'22916002833000000019','22916002833000001526',521,8,LONGLINER,1,NO PROBLEM,3.75,A222,174,N,1075.8,48,,59.27833,-172.61833,59.27833,-172.23167,ATL,22916,2833,1526,167,20-AUG-18,B,0,20-AUG-18,5,"OPILIO TANNER CRAB",M,6534,1,.47,1,.47,13-JUL-20,15-JUL-20
2018,'22637000372000000024','22637000372000001400',524,8,LONGLINER,1,NO PROBLEM,16.56,A023,162,N,1444.2,56,,61.35833,-176.48333,61.355,-175.9,ATL,22637,372,1400,162,16-JUN-18,B,0,16-JUN-18,5,"OPILIO TANNER CRAB",M,10312,1,.47,1,.47,13-JUL-20,15-JUL-20
2018,'22637000372000000024','22637000372000001404',524,8,LONGLINER,1,NO PROBLEM,19.66,A023,162,N,1494,61,,61.41667,-176.225,61.425,-176.79167,ATL,22637,372,1404,164,17-JUN-18,B,0,17-JUN-18,5,"OPILIO TANNER CRAB",F,7758,1,.24,4,.64,13-JUL-20,15-JUL-20
2018,'22637000372000000024','22637000372000001404',524,8,LONGLINER,1,NO PROBLEM,19.66,A023,162,N,1494,61,,61.41667,-176.225,61.425,-176.79167,ATL,22637,372,1404,164,17-JUN-18,B,0,17-JUN-18,5,"OPILIO TANNER CRAB",M,7758,1,.33,4,1.28,13-JUL-20,15-JUL-20
2018,'23100004306000000026','23100004306000002378',521,8,LONGLINER,1,NO PROBLEM,11.49,A576,180,N,643.2,56,,56.82833,-170.45,56.82833,-170.77833,ATL,23100,4306,2378,584,05-DEC-18,B,,05-DEC-18,5,"OPILIO TANNER CRAB",M,6708,0,.12,0,.12,13-JUL-20,15-JUL-20
2018,'22637000372000000024','22637000372000001436',524,8,LONGLINER,1,NO PROBLEM,15.27,A023,162,N,1402.8,61,,61.355,-176.205,61.35333,-176.79,ATL,22637,372,1436,180,26-JUN-18,B,0,26-JUN-18,5,"OPILIO TANNER CRAB",M,7674,1,.55,4,1.28,13-JUL-20,15-JUL-20
2018,'23046004540000000053','23046004540000005188',513,8,LONGLINER,1,NO PROBLEM,12.92,A364,124,N,855,57,,56.63667,-167.65,56.63667,-167.65,ATL,23046,4540,5188,118,16-OCT-18,B,0,16-OCT-18,5,"OPILIO TANNER CRAB",M,4008,1,.52,4,2.22,13-JUL-20,15-JUL-20
2018,'22316004540000000051','22316004540000005012',521,8,LONGLINER,1,NO PROBLEM,15.97,A364,124,N,883.2,44,,59.335,-172.15,59.335,-172.15,ATL,22316,4540,5012,30,13-JAN-18,B,0,13-JAN-18,5,"OPILIO TANNER CRAB",M,5296,1,.33,1,.33,13-JUL-20,15-JUL-20
2018,'22316004540000000051','22316004540000005022',521,8,LONGLINER,1,NO PROBLEM,11.93,A364,124,N,811.2,44,,59.37167,-172.08667,59.37167,-172.08667,ATL,22316,4540,5022,35,14-JAN-18,B,,14-JAN-18,5,"OPILIO TANNER CRAB",M,5296,1,.24,1,.24,13-JUL-20,15-JUL-20
2018,'22996004377000000068','22996004377000005454',524,8,LONGLINER,1,NO PROBLEM,4.6,A642,135,N,997.2,40,,61.97667,-174.47667,61.8775,-174.71611,ATL,22996,4377,5454,573,17-NOV-18,B,0,17-NOV-18,5,"OPILIO TANNER CRAB",M,13572,1,.14,1,.23,13-JUL-20,15-JUL-20
2018,'22738029997000000019','22738029997000000524',521,8,LONGLINER,1,NO PROBLEM,42.53,A697,124,N,1393.8,43,,57.29,-170.84667,57.32833,-170.71,ATL,22738,29997,524,99,18-JUN-18,B,,18-JUN-18,5,"OPILIO TANNER CRAB",M,26496,1,.27,1,.27,13-JUL-20,15-JUL-20
2018,'22738029997000000020','22738029997000000618',521,8,LONGLINER,1,NO PROBLEM,13.51,A697,124,N,1309.2,50,,59.74667,-173.3,59.74333,-173.31,ATL,22738,29997,618,146,29-JUL-18,B,0,29-JUL-18,5,"OPILIO TANNER CRAB",M,25440,3,.54,3,.54,13-JUL-20,15-JUL-20
2018,'22738029997000000020','22738029997000000620',513,8,LONGLINER,1,NO PROBLEM,14.15,A697,124,N,940.2,38,,57.415,-168.485,57.41833,-168.46167,ATL,22738,29997,620,147,31-JUL-18,B,0,31-JUL-18,5,"OPILIO TANNER CRAB",M,15840,1,.24,1,.24,13-JUL-20,15-JUL-20
2018,'22738029997000000020','22738029997000000626',521,8,LONGLINER,1,NO PROBLEM,19.48,A697,124,N,1360.2,50,,59.695,-173.14333,59.68667,-173.12,ATL,22738,29997,626,150,04-AUG-18,B,0,04-AUG-18,5,"OPILIO TANNER CRAB",M,25512,1,.08,3,.85,13-JUL-20,15-JUL-20
2018,'23078004569000000024','23078004569000002274',517,8,LONGLINER,1,NO PROBLEM,9.54,A351,141,N,736.8,53,,54.995,-164.83,54.95,-165.255,ATL,23078,4569,2274,499,13-NOV-18,B,0,13-NOV-18,5,"OPILIO TANNER CRAB",M,9018,1,.42,3,1.05,13-JUL-20,15-JUL-20
2018,'23046004540000000053','23046004540000005142',513,8,LONGLINER,1,NO PROBLEM,4.95,A364,124,N,493.8,59,,56.47333,-167.63,56.61167,-167.56167,ATL,23046,4540,5142,95,09-OCT-18,B,0,09-OCT-18,5,"OPILIO TANNER CRAB",M,5352,1,.81,2,1.28,13-JUL-20,15-JUL-20
2018,'22727003336000000018','22727003336000001540',514,8,LONGLINER,1,NO PROBLEM,6.84,A237,155,N,811.2,30,,59.38667,-169.68167,59.38667,-169.68167,ATL,22727,3336,1540,192,13-JUN-18,B,0,13-JUN-18,5,"OPILIO TANNER CRAB",M,5504,4,.81,4,.81,13-JUL-20,15-JUL-20
2018,'23047001879000000087','23047001879000004586',513,1,NON PELAGIC,1,NO PROBLEM,15.42,A032,160,N,244.8,39,39,57.85167,-168.31167,57.73167,-168.04833,ATL,23047,1879,4586,944,29-OCT-18,B,0,29-OCT-18,5,"OPILIO TANNER CRAB",M,244,2,.74,122,45.18,13-JUL-20,15-JUL-20
2018,'22824001879000000077','22824001879000004088',513,1,NON PELAGIC,1,NO PROBLEM,12.96,A032,160,N,244.8,39,39,57.72333,-167.455,57.51667,-167.235,ATL,22824,1879,4088,703,25-AUG-18,B,0,25-AUG-18,5,"OPILIO TANNER CRAB",M,275,1,.44,47,20.53,13-JUL-20,15-JUL-20
2018,'22727003336000000020','22727003336000001854',521,8,LONGLINER,1,NO PROBLEM,5.63,A237,155,N,474,52,,57.32667,-171.47333,57.435,-171.23333,ATL,22727,3336,1854,349,08-AUG-18,B,0,08-AUG-18,5,"OPILIO TANNER CRAB",M,4059,1,.44,4,1.35,13-JUL-20,15-JUL-20
2018,'22442000661000000006','22442000661000000380',517,1,NON PELAGIC,1,NO PROBLEM,18.59,A001,201,N,124.8,59,59,56.315,-166.83667,56.35,-167.02,ATL,22442,661,380,190,31-MAR-18,B,0,31-MAR-18,5,"OPILIO TANNER CRAB",F,453,2,.33,81,13.37,13-JUL-20,15-JUL-20
2018,'22350004463000000014','22350004463000001126',521,8,LONGLINER,1,NO PROBLEM,29.59,A580,172,N,1420.2,49,,58.70167,-171.37833,58.83333,-171.82333,ATL,22350,4463,1126,5,09-JAN-18,B,0,09-JAN-18,5,"OPILIO TANNER CRAB",M,5742,2,.55,2,.55,13-JUL-20,15-JUL-20
2018,'22350004463000000014','22350004463000001130',521,8,LONGLINER,1,NO PROBLEM,34.34,A580,172,N,1474.8,49,,58.72833,-171.35667,58.865,-171.815,ATL,22350,4463,1130,7,10-JAN-18,B,0,10-JAN-18,5,"OPILIO TANNER CRAB",M,6699,2,.6,2,.6,13-JUL-20,15-JUL-20
2018,'22350004463000000014','22350004463000001146',521,8,LONGLINER,1,NO PROBLEM,29.51,A580,172,N,1414.8,47,,58.915,-171.525,59.055,-171.99667,ATL,22350,4463,1146,15,14-JAN-18,B,0,14-JAN-18,5,"OPILIO TANNER CRAB",F,7696,2,.06,2,.06,13-JUL-20,15-JUL-20
2018,'23078004569000000025','23078004569000002380',517,8,LONGLINER,1,NO PROBLEM,8.46,A351,141,N,1095,59,,56.55167,-168.77167,56.41167,-168.93,ATL,23078,4569,2380,552,07-DEC-18,B,0,07-DEC-18,5,"OPILIO TANNER CRAB",M,4200,2,.66,7,2.89,13-JUL-20,15-JUL-20
2018,'22569029997000000017','22569029997000000488',521,8,LONGLINER,1,NO PROBLEM,57.67,A697,124,N,1986,63,,58.06667,-173.64,58.055,-173.58333,ATL,22569,29997,488,81,15-APR-18,B,0,15-APR-18,5,"OPILIO TANNER CRAB",M,20880,1,.5,1,.5,13-JUL-20,15-JUL-20
2018,'22805002134000000064','22805002134000003968',513,1,NON PELAGIC,1,NO PROBLEM,27.29,A110,219,N,240,37,37,57.94833,-168.12833,57.795,-168.47667,ATL,22805,2134,3968,767,23-AUG-18,B,0,23-AUG-18,5,"OPILIO TANNER CRAB",M,378,1,.24,71,17.1,13-JUL-20,15-JUL-20
2018,'23078004569000000025','23078004569000002390',517,8,LONGLINER,1,NO PROBLEM,13.93,A351,141,N,1354.2,67,,56.46833,-168.78167,56.24833,-168.965,ATL,23078,4569,2390,557,09-DEC-18,B,0,09-DEC-18,5,"OPILIO TANNER CRAB",M,8400,0,.12,0,.12,13-JUL-20,15-JUL-20
2018,'22824001879000000077','22824001879000004100',513,1,NON PELAGIC,1,NO PROBLEM,5.28,A032,160,N,244.8,37,37,57.81333,-167.50667,57.63167,-167.23167,ATL,22824,1879,4100,709,26-AUG-18,B,0,26-AUG-18,5,"OPILIO TANNER CRAB",M,153,2,.44,69,15.21,13-JUL-20,15-JUL-20
2018,'22937003694000000055','22937003694000003422',521,1,NON PELAGIC,1,NO PROBLEM,20.59,A103,186,N,240,54,54,58.7,-172.435,58.81667,-172.48833,ATL,22937,3694,3422,789,02-SEP-18,B,0,02-SEP-18,5,"OPILIO TANNER CRAB",M,354,4,1.04,232,60.27,13-JUL-20,15-JUL-20
2018,'22446034249000000006','22446034249000000592',513,1,NON PELAGIC,1,NO PROBLEM,3.82,A999,208,N,76.2,47,47,56.76667,-167.47333,56.765,-167.33333,ATL,22446,34249,592,134,27-MAR-18,B,0,27-MAR-18,5,"OPILIO TANNER CRAB",M,174,2,.3,43,6.4,13-JUL-20,15-JUL-20
2018,'22405029997000000011','22405029997000000340',521,8,LONGLINER,1,NO PROBLEM,23.4,A697,124,N,2010,69,,59.33667,-174.82667,59.20167,-174.79,ATL,22405,29997,340,7,15-JAN-18,B,0,15-JAN-18,5,"OPILIO TANNER CRAB",M,11561,1,.59,3,1.68,13-JUL-20,15-JUL-20
2018,'22742004578000000031','22742004578000001686',521,8,LONGLINER,1,NO PROBLEM,8.71,A617,136,N,949.8,62,,59.84333,-174.785,59.81667,-174.76,ATL,22742,4578,1686,223,18-JUL-18,B,0,18-JUL-18,5,"OPILIO TANNER CRAB",M,11889,2,.98,2,.98,13-JUL-20,15-JUL-20
2018,'22604004635000000051','22604004635000002846',514,1,NON PELAGIC,1,NO PROBLEM,19.8,A486,123,N,210,32,29,58.20833,-167.31667,58.03,-167.29833,ATL,22604,4635,2846,457,23-JUN-18,B,0,23-JUN-18,5,"OPILIO TANNER CRAB",M,244,1,.1,80,8.02,13-JUL-20,15-JUL-20
2018,'23052002090000000026','23052002090000003184',524,8,LONGLINER,1,NO PROBLEM,9.61,A691,152,N,879,26,,61.16,-170.50167,61.16,-170.99333,ATL,23052,2090,3184,469,27-OCT-18,B,0,27-OCT-18,5,"OPILIO TANNER CRAB",M,7784,1,.04,3,.34,13-JUL-20,15-JUL-20
2018,'22426002800000000070','22426002800000002760',513,1,NON PELAGIC,1,NO PROBLEM,34.59,A066,185,N,196.2,48,48,56.68,-166.73833,56.67833,-166.82333,ATL,22426,2800,2760,4021,26-MAR-18,B,0,26-MAR-18,5,"OPILIO TANNER CRAB",M,359,1,.12,96,11.56,13-JUL-20,15-JUL-20
2018,'23052002090000000026','23052002090000003132',521,8,LONGLINER,1,NO PROBLEM,5.97,A691,152,N,469.2,37,,60.06667,-171.405,59.91667,-171.55,ATL,23052,2090,3132,443,17-OCT-18,B,0,17-OCT-18,5,"OPILIO TANNER CRAB",M,5802,1,.18,3,.34,13-JUL-20,15-JUL-20
2018,'23052002090000000026','23052002090000003084',521,8,LONGLINER,1,NO PROBLEM,8.24,A691,152,N,1068,36,,59.96,-171.35,59.96,-171.735,ATL,23052,2090,3084,418,09-OCT-18,B,0,09-OCT-18,5,"OPILIO TANNER CRAB",F,5814,1,.02,1,.02,13-JUL-20,15-JUL-20
2018,'23052002090000000026','23052002090000003096',524,8,LONGLINER,1,NO PROBLEM,9.95,A691,152,N,904.2,35,,60.08333,-171.18333,60.08167,-171.52333,ATL,23052,2090,3096,425,11-OCT-18,B,0,11-OCT-18,5,"OPILIO TANNER CRAB",F,5832,1,.05,3,.31,13-JUL-20,15-JUL-20
2018,'23052002090000000026','23052002090000003112',521,8,LONGLINER,1,NO PROBLEM,7.74,A691,152,N,426,36,,59.99833,-171.645,59.99833,-171.29,ATL,23052,2090,3112,433,14-OCT-18,B,0,14-OCT-18,5,"OPILIO TANNER CRAB",M,5826,1,.1,3,.34,13-JUL-20,15-JUL-20
2018,'22805002134000000064','22805002134000004038',514,1,NON PELAGIC,1,NO PROBLEM,7.91,A110,219,N,249,36,36,58.35333,-169.44333,58.43167,-169.91333,ATL,22805,2134,4038,794,30-AUG-18,B,0,30-AUG-18,5,"OPILIO TANNER CRAB",M,242,74,12.47,2459,415.02,13-JUL-20,15-JUL-20
2018,'22805002134000000064','22805002134000004040',514,1,NON PELAGIC,1,NO PROBLEM,23.24,A110,219,N,300,35,35,58.42167,-169.93167,58.70667,-169.68833,ATL,22805,2134,4040,795,30-AUG-18,B,0,30-AUG-18,5,"OPILIO TANNER CRAB",M,364,57,7.46,3644,476.87,13-JUL-20,15-JUL-20
2018,'22805002134000000064','22805002134000004052',524,1,NON PELAGIC,1,NO PROBLEM,10.61,A110,219,N,255,38,38,58.72,-170.05,58.86667,-170.43667,ATL,22805,2134,4052,799,31-AUG-18,B,0,31-AUG-18,5,"OPILIO TANNER CRAB",M,303,73,7.54,2559,264.33,13-JUL-20,15-JUL-20
2018,'22426002800000000070','22426002800000002750',513,1,NON PELAGIC,1,NO PROBLEM,3.95,A066,185,N,124.8,53,53,56.69333,-167.16167,56.585,-167.09833,ATL,22426,2800,2750,201,26-MAR-18,B,0,26-MAR-18,5,"OPILIO TANNER CRAB",M,213,2,.97,34,16.71,13-JUL-20,15-JUL-20
2018,'23052002090000000026','23052002090000003198',524,8,LONGLINER,1,NO PROBLEM,7.87,A691,152,N,610.8,34,,60.44,-171.26667,60.44,-170.86167,ATL,23052,2090,3198,476,30-OCT-18,B,,30-OCT-18,5,"OPILIO TANNER CRAB",M,5844,2,.2,2,.2,13-JUL-20,15-JUL-20
2018,'22742004578000000031','22742004578000001670',521,8,LONGLINER,1,NO PROBLEM,8.21,A617,136,N,949.2,54,,58.13333,-171.43667,58.13333,-171.43333,ATL,22742,4578,1670,215,12-JUL-18,B,0,12-JUL-18,5,"OPILIO TANNER CRAB",M,11880,0,.14,0,.14,13-JUL-20,15-JUL-20
2018,'22727003336000000018','22727003336000001644',521,8,LONGLINER,1,NO PROBLEM,10.77,A237,155,N,778.8,50,,59.34667,-172.73333,59.34667,-172.73333,ATL,22727,3336,1644,244,29-JUN-18,B,0,29-JUN-18,5,"OPILIO TANNER CRAB",M,3978,1,.34,4,1.28,13-JUL-20,15-JUL-20
2018,'22384004581000000005','22384004581000000018',509,6,POT OR TRAP,1,NO PROBLEM,18.06,A465,126,N,4219.8,48,,55.44222,-163.88667,55.38861,-163.95,ATL,22384,4581,18,5,19-JAN-18,T,0,19-JAN-18,5,"OPILIO TANNER CRAB",M,33,4,3,12,7.89,13-JUL-20,15-JUL-20
2018,'22604004635000000051','22604004635000002808',514,1,NON PELAGIC,1,NO PROBLEM,15.02,A486,123,N,210,33,30,58.07,-167.27833,58.25167,-167.37,ATL,22604,4635,2808,438,19-JUN-18,B,0,19-JUN-18,5,"OPILIO TANNER CRAB",M,290,1,.01,51,.51,13-JUL-20,15-JUL-20
2018,'22956003367000000054','22956003367000003710',524,1,NON PELAGIC,1,NO PROBLEM,7.54,A035,132,N,240,32,32,59.31333,-170.07333,59.53333,-170.105,ATL,22956,3367,3710,837,21-OCT-18,B,0,21-OCT-18,5,"OPILIO TANNER CRAB",M,248,2,.26,58,7.59,13-JUL-20,15-JUL-20
2018,'22649034017000000044','22649034017000002940',514,1,NON PELAGIC,1,NO PROBLEM,11.45,77812,194,N,205.2,32,32,58.21833,-167.505,58.08167,-167.225,ATL,22649,34017,2940,563,17-JUN-18,B,0,17-JUN-18,5,"OPILIO TANNER CRAB",M,163,1,.22,69,15.17,13-JUL-20,15-JUL-20
2018,'22780005822000000053','22780005822000003188',514,1,NON PELAGIC,1,NO PROBLEM,5.1,A639,120,N,153,36,36,58.21667,-169.2,58.25,-168.95,ATL,22780,5822,3188,640,12-JUL-18,B,0,12-JUL-18,5,"OPILIO TANNER CRAB",M,106,3,.5,157,26.22,13-JUL-20,15-JUL-20
2018,'22780005822000000053','22780005822000003194',514,1,NON PELAGIC,1,NO PROBLEM,12.99,A639,120,N,210,34,34,58.25,-167.98333,58.11667,-167.73333,ATL,22780,5822,3194,643,12-JUL-18,B,0,12-JUL-18,5,"OPILIO TANNER CRAB",F,211,1,.01,119,1.19,13-JUL-20,15-JUL-20
2018,'22377003673000000018','22377003673000001048',513,8,LONGLINER,1,NO PROBLEM,14.61,A107,135,N,1174.8,48,,56.95833,-168.01667,56.77167,-168.01667,ATL,22377,3673,1048,28,26-JAN-18,B,0,26-JAN-18,5,"OPILIO TANNER CRAB",M,4266,0,.12,0,.12,13-JUL-20,15-JUL-20
2018,'22377003673000000018','22377003673000001060',513,8,LONGLINER,1,NO PROBLEM,27.61,A107,135,N,1399.2,46,,57.00667,-168.00333,56.82833,-168.12333,ATL,22377,3673,1060,34,29-JAN-18,B,0,29-JAN-18,5,"OPILIO TANNER CRAB",M,6426,0,.06,0,.06,13-JUL-20,15-JUL-20
2018,'22377003673000000018','22377003673000001066',513,8,LONGLINER,1,NO PROBLEM,22.77,A107,135,N,1362,45,,57.01833,-168.095,56.84167,-168.21333,ATL,22377,3673,1066,37,30-JAN-18,B,0,30-JAN-18,5,"OPILIO TANNER CRAB",M,4522,1,.33,1,.33,13-JUL-20,15-JUL-20
2018,'22377003673000000018','22377003673000001076',513,8,LONGLINER,1,NO PROBLEM,20.85,A107,135,N,1315.8,50,,56.92167,-168.08167,56.815,-168.37167,ATL,22377,3673,1076,42,02-FEB-18,B,0,02-FEB-18,5,"OPILIO TANNER CRAB",M,6426,9,5.48,9,5.48,13-JUL-20,15-JUL-20
2018,'22727003336000000019','22727003336000001800',521,8,LONGLINER,1,NO PROBLEM,5.47,A237,155,N,795,57,,56.77667,-170.665,56.77667,-170.665,ATL,22727,3336,1800,322,28-JUL-18,B,0,28-JUL-18,5,"OPILIO TANNER CRAB",M,3792,0,.1,0,.1,13-JUL-20,15-JUL-20
2018,'22487004450000000016','22487004450000001190',513,8,LONGLINER,1,NO PROBLEM,16.67,A553,135,N,1129.8,54,,56.67167,-167.60833,56.69167,-167.80833,ATL,22487,4450,1190,62,04-FEB-18,B,0,04-FEB-18,5,"OPILIO TANNER CRAB",M,3495,1,.54,3,1.31,13-JUL-20,15-JUL-20
2018,'22377003673000000019','22377003673000001106',513,8,LONGLINER,1,NO PROBLEM,11.92,A107,135,N,1306.2,50,,56.775,-168.40833,56.87833,-168.08333,ATL,22377,3673,1106,57,15-FEB-18,B,0,15-FEB-18,5,"OPILIO TANNER CRAB",M,4977,0,.21,0,.21,13-JUL-20,15-JUL-20
2018,'22377003673000000019','22377003673000001108',513,8,LONGLINER,1,NO PROBLEM,19.84,A107,135,N,1402.8,49,,56.76333,-168.42,56.985,-168.42,ATL,22377,3673,1108,58,15-FEB-18,B,0,15-FEB-18,5,"OPILIO TANNER CRAB",M,5688,2,1.18,2,1.18,13-JUL-20,15-JUL-20
2018,'23053000372000000005','23053000372000000212',524,8,LONGLINER,1,NO PROBLEM,19.54,A023,162,N,1254,59,,61.72,-176.60667,61.505,-176.98333,ATL,23053,372,212,404,16-NOV-18,B,0,16-NOV-18,5,"OPILIO TANNER CRAB",M,7854,2,.27,7,2.87,13-JUL-20,15-JUL-20
2018,'22512007161000000032','22512007161000001116',509,6,POT OR TRAP,6,GEAR LOST,8.33,A677,124,N,3076.8,53,,55.41667,-164.13333,55.41667,-164.13333,ATL,22512,7161,1116,71,06-FEB-18,T,0,06-FEB-18,5,"OPILIO TANNER CRAB",M,15,5,3.06,13,8.2,13-JUL-20,15-JUL-20
2018,'22512007161000000033','22512007161000001134',509,6,POT OR TRAP,1,NO PROBLEM,3.79,A677,124,N,12882,54,,55.41667,-164.08333,55.45,-164.16667,ATL,22512,7161,1134,80,15-FEB-18,T,0,15-FEB-18,5,"OPILIO TANNER CRAB",M,9,3,2.31,11,7.14,13-JUL-20,15-JUL-20
2018,'22512007161000000033','22512007161000001192',509,6,POT OR TRAP,1,NO PROBLEM,5.59,A677,124,N,1591.8,55,,55.41667,-164.08333,55.41667,-164.08333,ATL,22512,7161,1192,111,21-FEB-18,T,0,21-FEB-18,5,"OPILIO TANNER CRAB",M,10,2,1.28,6,3.63,13-JUL-20,15-JUL-20
2018,'22742004578000000029','22742004578000001550',521,8,LONGLINER,1,NO PROBLEM,7.86,A617,136,N,592.8,65,,59.27667,-174.12167,59.28333,-174.55667,ATL,22742,4578,1550,155,08-JUN-18,B,0,08-JUN-18,5,"OPILIO TANNER CRAB",M,7878,1,.65,1,.65,13-JUL-20,15-JUL-20
2018,'22727003336000000019','22727003336000001766',521,8,LONGLINER,1,NO PROBLEM,7.63,A237,155,N,754.8,53,,57.49167,-171.39667,57.49167,-171.39667,ATL,22727,3336,1766,305,23-JUL-18,B,0,23-JUL-18,5,"OPILIO TANNER CRAB",M,4125,2,1.08,2,1.08,13-JUL-20,15-JUL-20
2018,'22833002123000000081','22833002123000002782',524,1,NON PELAGIC,1,NO PROBLEM,4.7,A118,124,N,408,38,38,58.88833,-170.555,59.215,-170.81333,ATL,22833,2123,2782,635,16-SEP-18,B,0,16-SEP-18,5,"OPILIO TANNER CRAB",F,273,1,.08,17,1.37,13-JUL-20,15-JUL-20
2018,'22727003336000000019','22727003336000001808',521,8,LONGLINER,1,NO PROBLEM,4.59,A237,155,N,763.2,54,,56.8,-170.69,56.91,-170.44833,ATL,22727,3336,1808,326,29-JUL-18,B,,29-JUL-18,5,"OPILIO TANNER CRAB",M,3792,0,.07,0,.07,13-JUL-20,15-JUL-20
2018,'22727003336000000019','22727003336000001814',521,8,LONGLINER,1,NO PROBLEM,3.57,A237,155,N,829.8,48,,57.15833,-170.945,57.15833,-170.945,ATL,22727,3336,1814,329,30-JUL-18,B,0,30-JUL-18,5,"OPILIO TANNER CRAB",M,1264,1,.36,12,4.28,13-JUL-20,15-JUL-20
2018,'23084003336000000023','23084003336000002340',521,8,LONGLINER,1,NO PROBLEM,12.2,A237,155,N,897,65,,57.80333,-173.08667,57.80333,-173.08667,ATL,23084,3336,2340,592,16-NOV-18,B,,16-NOV-18,5,"OPILIO TANNER CRAB",M,4779,2,.65,2,.65,13-JUL-20,15-JUL-20
2018,'23053000372000000005','23053000372000000190',524,8,LONGLINER,1,NO PROBLEM,16.39,A023,162,N,1404,75,,61.28,-177.79333,61.04333,-177.35833,ATL,23053,372,190,393,09-NOV-18,B,0,09-NOV-18,5,"OPILIO TANNER CRAB",M,10480,1,.16,1,.16,13-JUL-20,15-JUL-20
2018,'23053000372000000005','23053000372000000198',524,8,LONGLINER,1,NO PROBLEM,10.9,A023,162,N,1438.8,80,,61.25667,-177.79167,61.05333,-178.185,ATL,23053,372,198,397,11-NOV-18,B,0,11-NOV-18,5,"OPILIO TANNER CRAB",M,7860,3,2.26,11,4.31,13-JUL-20,15-JUL-20
2018,'22956003367000000054','22956003367000003736',524,1,NON PELAGIC,1,NO PROBLEM,12.31,A035,132,N,253.2,33,33,59.59333,-170.005,59.45167,-170.32,ATL,22956,3367,3736,850,23-OCT-18,B,0,23-OCT-18,5,"OPILIO TANNER CRAB",M,251,4,.48,194,23.3,13-JUL-20,15-JUL-20
2018,'22512007161000000033','22512007161000001146',509,6,POT OR TRAP,1,NO PROBLEM,5.3,A677,124,N,1459.2,54,,55.46667,-164.15,55.41667,-164.08333,ATL,22512,7161,1146,87,16-FEB-18,T,0,16-FEB-18,5,"OPILIO TANNER CRAB",M,9,5,2.82,16,10.09,13-JUL-20,15-JUL-20
2018,'22742004578000000029','22742004578000001560',524,8,LONGLINER,1,NO PROBLEM,12.44,A617,136,N,1293,60,,60.66667,-175.905,60.66667,-175.38333,ATL,22742,4578,1560,159,10-JUN-18,B,0,10-JUN-18,5,"OPILIO TANNER CRAB",M,11817,1,.58,2,.82,13-JUL-20,15-JUL-20
2018,'22727003336000000019','22727003336000001740',521,8,LONGLINER,1,NO PROBLEM,6.56,A237,155,N,780,48,,57.835,-171.105,57.835,-171.105,ATL,22727,3336,1740,292,19-JUL-18,B,0,19-JUL-18,5,"OPILIO TANNER CRAB",F,3891,0,.02,0,.02,13-JUL-20,15-JUL-20
2018,'22404004578000000018','22404004578000001286',524,8,LONGLINER,1,NO PROBLEM,24.77,A617,136,N,834,46,,60.4,-174.41667,60.4,-173.825,ATL,22404,4578,1286,23,20-JAN-18,B,,20-JAN-18,5,"OPILIO TANNER CRAB",M,10768,3,1.53,3,1.53,13-JUL-20,15-JUL-20
